"","Hectare","Shift","Date","X","Y","Unique.Squirrel.ID","Hectare.Squirrel.Number","Age","Primary.Fur.Color","Highlight.Fur.Color","Combination.of.Primary.and.Highlight.Color","Color.notes","Location","Above.Ground.Sighter.Measurement","Specific.Location","Running","Chasing","Climbing","Eating","Foraging","Other.Activities","Kuks","Quaas","Moans","Tail.flags","Tail.twitches","Approaches","Indifferent","Runs.from","Other.Interactions","Lat.Long","Anonymized.Sighter","Sighter.Observed.Weather.Data","Litter","Litter.Notes","Other.Animal.Sightings","Hectare.Conditions","Hectare.Conditions.Notes","Number.of.sighters","Number.of.Squirrels","Total.Time.of.Sighting","temperature_fahrenheit","temperature_celsius","sunny"
"2439","35A","PM",10132018,-73.9618076359384,40.7947808718203,"35A-PM-1013-05",5,"Adult","Gray","","Gray+","","Above Ground","3","in tree","false","false","true","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9618076359384 40.7947808718203)",81,"54º F, partly cloudy","None","","Humans, Dogs","Calm","",1,12,20,54,12.2,FALSE
"2440","35A","PM",10132018,-73.9615602805554,40.7945662185621,"35A-PM-1013-08",8,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","true","false","false","true","","POINT (-73.9615602805554 40.7945662185621)",81,"54º F, partly cloudy","None","","Humans, Dogs","Calm","",1,12,20,54,12.2,FALSE
"2441","35A","PM",10132018,-73.9617519095277,40.7947179071388,"35A-PM-1013-04",4,"Adult","Gray","","Gray+","","Ground Plane","FALSE","In the weeds by the pool","false","false","false","false","true","","false","false","false","false","false","false","false","true","","POINT (-73.9617519095277 40.7947179071388)",81,"54º F, partly cloudy","None","","Humans, Dogs","Calm","",1,12,20,54,12.2,FALSE
"2442","35A","PM",10132018,-73.9617088749928,40.7944585082367,"35A-PM-1013-06",6,"Adult","Cinnamon","","Cinnamon+","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","false","false","false","true","","POINT (-73.9617088749928 40.7944585082367)",81,"54º F, partly cloudy","None","","Humans, Dogs","Calm","",1,12,20,54,12.2,FALSE
"2443","35A","PM",10132018,-73.9612398509782,40.7950033150385,"35A-PM-1013-12",12,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","true","false","false","false","true","","POINT (-73.9612398509782 40.7950033150385)",81,"54º F, partly cloudy","None","","Humans, Dogs","Calm","",1,12,20,54,12.2,FALSE
"2444","35A","PM",10132018,-73.9614659899028,40.7945562907624,"35A-PM-1013-10",10,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","false","false","false","true","","POINT (-73.9614659899028 40.7945562907624)",81,"54º F, partly cloudy","None","","Humans, Dogs","Calm","",1,12,20,54,12.2,FALSE
"2445","35B","AM",10102018,-73.9605347462123,40.7942075448387,"35B-AM-1010-04",4,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Ground Plane","FALSE","lawn","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9605347462123 40.7942075448387)",223,"73º F, Cloud/Overcast, beginning to clear, humid","None","","Humans, Dogs, Sparrows","Calm","",1,4,22,73,22.8,TRUE
"2446","35B","AM",10102018,-73.9612352611518,40.7944813634744,"35B-AM-1010-02",2,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","landscaped area","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9612352611518 40.7944813634744)",223,"73º F, Cloud/Overcast, beginning to clear, humid","None","","Humans, Dogs, Sparrows","Calm","",1,4,22,73,22.8,TRUE
"2447","35B","AM",10102018,-73.9607746337979,40.7939581069382,"35B-AM-1010-01",1,"Adult","Gray","","Gray+","","Ground Plane","FALSE","lawn","false","false","false","false","false","walking w/ something in mouth","false","false","false","false","false","false","true","false","","POINT (-73.9607746337979 40.793958106938206)",223,"73º F, Cloud/Overcast, beginning to clear, humid","None","","Humans, Dogs, Sparrows","Calm","",1,4,22,73,22.8,TRUE
"2448","35B","AM",10102018,-73.9611126813593,40.7943113021522,"35B-AM-1010-03",3,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9611126813593 40.7943113021522)",223,"73º F, Cloud/Overcast, beginning to clear, humid","None","","Humans, Dogs, Sparrows","Calm","",1,4,22,73,22.8,TRUE
"2449","35B","PM",10132018,-73.9614373639552,40.7945051962914,"35B-PM-1013-01",1,"Juvenile","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","true","false","did not notice dog sitting a few yards away (10-20 ft)","false","false","false","true","false","false","true","false","","POINT (-73.9614373639552 40.7945051962914)",45,"56° F, Partly Cloudy","None","","Humans, Dogs, Rats, Ducks, Canada Geese","Calm","Foot traffic on the path",1,7,28,56,13.3,FALSE
"2450","35B","PM",10132018,-73.961241953418,40.7941677113011,"35B-PM-1013-07",7,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","true","false","true","true","false","got fed twice by grandpa,grabbed from grass and ate in tree","false","false","false","false","false","true","true","true","approaches (grandpa with food),runs from (kid),kid was slowly creeping up on it; it eventually climbed up.","POINT (-73.961241953418 40.7941677113011)",45,"56° F, Partly Cloudy","None","","Humans, Dogs, Rats, Ducks, Canada Geese","Calm","Foot traffic on the path",1,7,28,56,13.3,FALSE
"2451","35B","PM",10132018,-73.9615926031253,40.7944223235385,"35B-PM-1013-05",5,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","true","false","true","false","false","chased by dog #2","true","false","false","false","false","false","false","true","runs from (dog)","POINT (-73.96159260312531 40.7944223235385)",45,"56° F, Partly Cloudy","None","","Humans, Dogs, Rats, Ducks, Canada Geese","Calm","Foot traffic on the path",1,7,28,56,13.3,FALSE
"2452","35B","PM",10132018,-73.96143417385,40.7945464262112,"35B-PM-1013-02",2,"Juvenile","","","+","","Ground Plane","FALSE","","false","false","false","true","false","did not notice dog sitting a few yards away (10-20 ft)","false","false","false","false","true","false","true","false","","POINT (-73.96143417385 40.7945464262112)",45,"56° F, Partly Cloudy","None","","Humans, Dogs, Rats, Ducks, Canada Geese","Calm","Foot traffic on the path",1,7,28,56,13.3,FALSE
"2453","35B","PM",10132018,-73.9615643742864,40.7944678447843,"35B-PM-1013-06",6,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","true","false","true","false","false","chased by dog #2","true","false","false","false","false","false","false","true","runs from (dog)","POINT (-73.9615643742864 40.7944678447843)",45,"56° F, Partly Cloudy","None","","Humans, Dogs, Rats, Ducks, Canada Geese","Calm","Foot traffic on the path",1,7,28,56,13.3,FALSE
"2454","35B","PM",10132018,-73.9613701960898,40.7943363227822,"35B-PM-1013-04",4,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","true","false","true","false","true","got threatened by dog (same dog,dog #1)","false","false","false","false","false","false","false","true","runs from (dog)","POINT (-73.9613701960898 40.7943363227822)",45,"56° F, Partly Cloudy","None","","Humans, Dogs, Rats, Ducks, Canada Geese","Calm","Foot traffic on the path",1,7,28,56,13.3,FALSE
"2455","35B","PM",10132018,-73.9613276802049,40.7943813964442,"35B-PM-1013-03",3,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","true","false","false","false","true","threatened by approaching dog (dog #1)","false","false","false","false","false","false","false","true","runs from (dog)","POINT (-73.96132768020492 40.7943813964442)",45,"56° F, Partly Cloudy","None","","Humans, Dogs, Rats, Ducks, Canada Geese","Calm","Foot traffic on the path",1,7,28,56,13.3,FALSE
"2456","35C","AM",10072018,-73.9604476047877,40.7938014328732,"35C-AM-1007-03",3,"Adult","","","+","","Above Ground","40","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9604476047877 40.7938014328732)",209,"70º F, Overcast","None","","Humans, Dogs","Busy","",1,6,21,70,21.1,FALSE
"2457","35C","AM",10072018,-73.9602222116708,40.793779699421,"35C-AM-1007-05",5,"Adult","Gray","","Gray+","","Above Ground","4","","false","false","true","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9602222116708 40.793779699421)",209,"70º F, Overcast","None","","Humans, Dogs","Busy","",1,6,21,70,21.1,FALSE
"2458","35C","AM",10072018,-73.9605362268777,40.7939470599346,"35C-AM-1007-02",2,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Above Ground","13","","false","false","true","false","false","","false","false","false","false","false","false","false","true","","POINT (-73.9605362268777 40.7939470599346)",209,"70º F, Overcast","None","","Humans, Dogs","Busy","",1,6,21,70,21.1,FALSE
"2459","35C","AM",10072018,-73.9601918930677,40.7944134683406,"35C-AM-1007-01",1,"Juvenile","Gray","Cinnamon","Gray+Cinnamon","","Above Ground","20","(white oak)","false","false","false","false","false","sitting still","false","false","false","false","false","false","false","false","","POINT (-73.9601918930677 40.7944134683406)",209,"70º F, Overcast","None","","Humans, Dogs","Busy","",1,6,21,70,21.1,FALSE
"2460","35C","AM",10072018,-73.9592819491968,40.7941062008626,"35C-AM-1007-06",6,"Adult","","","+","","Above Ground","30","","false","false","true","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.9592819491968 40.7941062008626)",209,"70º F, Overcast","None","","Humans, Dogs","Busy","",1,6,21,70,21.1,FALSE
"2461","35C","AM",10072018,-73.9597593485091,40.7937528403249,"35C-AM-1007-04",4,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","true","","POINT (-73.9597593485091 40.7937528403249)",209,"70º F, Overcast","None","","Humans, Dogs","Busy","",1,6,21,70,21.1,FALSE
"2462","35C","PM",10132018,-73.9601988871514,40.7943473161329,"35C-PM-1013-01",1,"","Gray","Cinnamon","Gray+Cinnamon","","Above Ground","20","","false","false","true","false","true","","true","true","false","true","true","false","true","false","","POINT (-73.9601988871514 40.7943473161329)",248,"56° F, Partly Cloudy, Breeze","","","Humans, Dogs","Busy","",1,8,23,56,13.3,FALSE
"2463","35C","PM",10132018,-73.9600738985438,40.7938328798752,"35C-PM-1013-08",8,"","","","+","","","","","false","false","false","false","false","","true","false","false","false","false","false","false","false","did not *see*","POINT (-73.9600738985438 40.7938328798752)",248,"56° F, Partly Cloudy, Breeze","","","Humans, Dogs","Busy","",1,8,23,56,13.3,FALSE
"2464","35C","PM",10132018,-73.9602197762862,40.7936850570022,"35C-PM-1013-07",7,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9602197762862 40.7936850570022)",248,"56° F, Partly Cloudy, Breeze","","","Humans, Dogs","Busy","",1,8,23,56,13.3,FALSE
"2465","35C","PM",10132018,-73.9602609920814,40.7942883045566,"35C-PM-1013-03",3,"","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","true","","POINT (-73.9602609920814 40.79428830455661)",248,"56° F, Partly Cloudy, Breeze","","","Humans, Dogs","Busy","",1,8,23,56,13.3,FALSE
"2466","35C","PM",10132018,-73.9596505138955,40.7940367734988,"35C-PM-1013-06",6,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9596505138955 40.7940367734988)",248,"56° F, Partly Cloudy, Breeze","","","Humans, Dogs","Busy","",1,8,23,56,13.3,FALSE
"2467","35C","PM",10132018,-73.9603245806655,40.7942712477697,"35C-PM-1013-04",4,"","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","true","","POINT (-73.9603245806655 40.7942712477697)",248,"56° F, Partly Cloudy, Breeze","","","Humans, Dogs","Busy","",1,8,23,56,13.3,FALSE
"2468","35C","PM",10132018,-73.9603031059614,40.7943667735668,"35C-PM-1013-05",5,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9603031059614 40.7943667735668)",248,"56° F, Partly Cloudy, Breeze","","","Humans, Dogs","Busy","",1,8,23,56,13.3,FALSE
"2469","35C","PM",10132018,-73.9601486483164,40.7943724108626,"35C-PM-1013-02",2,"","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","true","false","false","approaches (when i crouched down)","POINT (-73.9601486483164 40.7943724108626)",248,"56° F, Partly Cloudy, Breeze","","","Humans, Dogs","Busy","",1,8,23,56,13.3,FALSE
"2470","35D","AM",10192018,-73.9589096782789,40.7939698757903,"35D-AM-1019-02",2,"Adult","Gray","Black, Cinnamon, White","Gray+Black, Cinnamon, White","Black tail & edge, Cinnamon mid, While tail edge","Ground Plane","FALSE","","false","false","false","false","true","very quietly searching in long grass","false","false","false","false","false","false","false","false","","POINT (-73.9589096782789 40.7939698757903)",186,"45º F, Sunny, Windy","None","","Humans, Dogs, Birds, No Pigeons","Busy","Chainsaw in distance, park golf carts zipping around, joggers",1,2,20,45,7.2,FALSE
"2471","35D","AM",10192018,-73.9586098170241,40.7939653733898,"35D-AM-1019-01",1,"","","","+","","Above Ground","","on tree, blue jays gathering nearby","false","false","false","false","false","","true","false","false","false","false","false","false","false","","POINT (-73.9586098170241 40.7939653733898)",186,"45º F, Sunny, Windy","None","","Humans, Dogs, Birds, No Pigeons","Busy","Chainsaw in distance, park golf carts zipping around, joggers",1,2,20,45,7.2,FALSE
"2472","35D","PM",10132018,-73.9591667162801,40.7937602121568,"35D-PM-1013-07",7,"Juvenile","Gray","White","Gray+White","","Above Ground","12","tree","false","false","true","false","false","","false","false","false","false","true","false","true","false","","POINT (-73.95916671628011 40.7937602121568)",258,"","","","","","",1,9,23,NA,NA,FALSE
"2473","35D","PM",10132018,-73.9584824361655,40.7934247634031,"35D-PM-1013-02",2,"Adult","Gray","White","Gray+White","","Above Ground","24","","false","false","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9584824361655 40.7934247634031)",258,"","","","","","",1,9,23,NA,NA,FALSE
"2474","35D","PM",10132018,-73.9587464852561,40.793496354083,"35D-PM-1013-05",5,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9587464852561 40.793496354083)",258,"","","","","","",1,9,23,NA,NA,FALSE
"2475","35D","PM",10132018,-73.9590992841423,40.793758098573,"35D-PM-1013-09",9,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9590992841423 40.793758098573)",258,"","","","","","",1,9,23,NA,NA,FALSE
"2476","35D","PM",10132018,-73.9584803513939,40.7933802077327,"35D-PM-1013-01",1,"Adult","Gray","White","Gray+White","","Above Ground","12","","false","false","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9584803513939 40.7933802077327)",258,"","","","","","",1,9,23,NA,NA,FALSE
"2477","35D","PM",10132018,-73.9591695545875,40.7938116360767,"35D-PM-1013-08",8,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9591695545875 40.7938116360767)",258,"","","","","","",1,9,23,NA,NA,FALSE
"2478","35D","PM",10132018,-73.9586214081667,40.7937473968735,"35D-PM-1013-03",3,"Juvenile","Gray","White","Gray+White","No Tail!","Above Ground","2","bench","false","false","false","true","false","","false","false","false","false","false","false","true","false","","POINT (-73.9586214081667 40.7937473968735)",258,"","","","","","",1,9,23,NA,NA,FALSE
"2479","35D","PM",10132018,-73.9589475065438,40.7934846881536,"35D-PM-1013-06",6,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","true","false","false","","false","false","false","false","false","false","false","true","","POINT (-73.9589475065438 40.7934846881536)",258,"","","","","","",1,9,23,NA,NA,FALSE
"2480","35D","PM",10132018,-73.958770180151,40.7934123941528,"35D-PM-1013-04",4,"Juvenile","Gray","White","Gray+White","","","","","false","false","false","false","false","","false","false","false","false","false","false","false","false","","POINT (-73.958770180151 40.7934123941528)",258,"","","","","","",1,9,23,NA,NA,FALSE
"2481","35E","AM",10202018,-73.9579506263361,40.7936973555953,"35E-AM-1020-01",1,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9579506263361 40.7936973555953)",114,"55º F, Overcast, Breezy","Some","","Humans, Hawks, Dogs","Calm","",1,4,21,55,12.8,FALSE
"2482","35E","AM",10202018,-73.9578658632957,40.7933712188923,"35E-AM-1020-04",4,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Above Ground","30","","false","false","false","false","false","hunkered down,tail over body; sitting perfectly still","false","false","false","false","false","false","true","false","","POINT (-73.9578658632957 40.7933712188923)",114,"55º F, Overcast, Breezy","Some","","Humans, Hawks, Dogs","Calm","",1,4,21,55,12.8,FALSE
"2483","35E","AM",10202018,-73.9571808775915,40.7934443866725,"35E-AM-1020-02",2,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Above Ground","25","","false","false","false","false","false","cleaning herself","false","false","false","false","false","false","true","false","","POINT (-73.9571808775915 40.7934443866725)",114,"55º F, Overcast, Breezy","Some","","Humans, Hawks, Dogs","Calm","",1,4,21,55,12.8,FALSE
"2484","35E","AM",10202018,-73.9573930079918,40.7934570294469,"35E-AM-1020-03",3,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9573930079918 40.7934570294469)",114,"55º F, Overcast, Breezy","Some","","Humans, Hawks, Dogs","Calm","",1,4,21,55,12.8,FALSE
"2485","35E","PM",10062018,-73.957600085245,40.7936111607879,"35E-PM-1006-04",4,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","true","false","false","false","false","","false","false","false","false","false","false","false","true","","POINT (-73.957600085245 40.7936111607879)",35,"68º F, Overcast Misty","Some","","Humans, Dogs","Busy","",1,7,30,68,20,FALSE
"2486","35E","PM",10062018,-73.9575943815564,40.7933755266787,"35E-PM-1006-07",7,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","true","","POINT (-73.9575943815564 40.7933755266787)",35,"68º F, Overcast Misty","Some","","Humans, Dogs","Busy","",1,7,30,68,20,FALSE
"2487","35E","PM",10062018,-73.957775998085,40.7932880937406,"35E-PM-1006-05",5,"Adult","Gray","","Gray+","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","false","true","false","false","","POINT (-73.957775998085 40.7932880937406)",35,"68º F, Overcast Misty","Some","","Humans, Dogs","Busy","",1,7,30,68,20,FALSE
"2488","35E","PM",10062018,-73.9571407991577,40.7931917396406,"35E-PM-1006-02",2,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","true","false","false","begging for food","POINT (-73.9571407991577 40.7931917396406)",35,"68º F, Overcast Misty","Some","","Humans, Dogs","Busy","",1,7,30,68,20,FALSE
"2489","35E","PM",10062018,-73.9578779556574,40.7934116539732,"35E-PM-1006-06",6,"Adult","Gray","","Gray+","","Above Ground","","","false","false","false","false","true","","false","false","false","false","false","false","false","false","","POINT (-73.9578779556574 40.7934116539732)",35,"68º F, Overcast Misty","Some","","Humans, Dogs","Busy","",1,7,30,68,20,FALSE
"2490","35E","PM",10062018,-73.9573604880421,40.7930844158021,"35E-PM-1006-03",3,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","false","false","true","false","","POINT (-73.9573604880421 40.7930844158021)",35,"68º F, Overcast Misty","Some","","Humans, Dogs","Busy","",1,7,30,68,20,FALSE
"2491","35E","PM",10062018,-73.957219204335,40.7931529059779,"35E-PM-1006-01",1,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","true","false","false","looking/begging for food","POINT (-73.957219204335 40.7931529059779)",35,"68º F, Overcast Misty","Some","","Humans, Dogs","Busy","",1,7,30,68,20,FALSE
"2492","35F","AM",10072018,-73.9570391901515,40.7930697207834,"35F-AM-1007-01",1,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","true","false","true","false","","POINT (-73.9570391901515 40.7930697207834)",237,"74º F, Cloudy","Some","","Humans, Dogs","Busy","",1,1,1,74,23.3,FALSE
"2493","35F","PM",10122018,-73.9569759970802,40.7931497452294,"35F-PM-1012-03",3,"Adult","Gray","Cinnamon, White","Gray+Cinnamon, White","","Above Ground","7","","false","false","true","true","true","","false","false","false","false","false","false","false","true","","POINT (-73.9569759970802 40.79314974522941)",19,"61º F, sunny, clear","None","","Humans, Hawks, Dogs, Blue jay","Calm","",1,3,27,61,16.1,FALSE
"2494","35F","PM",10122018,-73.9570132570934,40.7932014159087,"35F-PM-1012-01",1,"Juvenile","Gray","Black, Cinnamon, White","Gray+Black, Cinnamon, White","","Ground Plane","FALSE","","true","false","false","true","true","","false","false","false","true","false","false","true","true","","POINT (-73.9570132570934 40.7932014159087)",19,"61º F, sunny, clear","None","","Humans, Hawks, Dogs, Blue jay","Calm","",1,3,27,61,16.1,FALSE
"2495","35F","PM",10122018,-73.9569811285656,40.793091234605,"35F-PM-1012-02",2,"Adult","Gray","White","Gray+White","","Ground Plane","FALSE","","false","false","false","true","true","","false","false","false","false","true","false","true","false","","POINT (-73.9569811285656 40.793091234605)",19,"61º F, sunny, clear","None","","Humans, Hawks, Dogs, Blue jay","Calm","",1,3,27,61,16.1,FALSE
"2496","35G","AM",10072018,-73.955516031113,40.7923188156277,"35G-AM-1007-01",1,"Adult","Gray","White","Gray+White","","Above Ground","15","","false","false","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.955516031113 40.7923188156277)",10,"70º F, Overcast","Some","","Humans, Dogs, Birds.","Busy","",1,2,20,70,21.1,FALSE
"2497","35G","AM",10072018,-73.9558370309765,40.7921977208472,"35G-AM-1007-02",2,"Adult","Gray","White","Gray+White","","Above Ground","30","","false","false","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9558370309765 40.7921977208472)",10,"70º F, Overcast","Some","","Humans, Dogs, Birds.","Busy","",1,2,20,70,21.1,FALSE
"2498","35G","PM",10062018,-73.9557172336815,40.7921125657722,"35G-PM-1006-01",1,"Adult","Black","Cinnamon","Black+Cinnamon","","Ground Plane","FALSE","","true","false","true","false","false","","false","false","false","false","true","false","false","true","","POINT (-73.9557172336815 40.7921125657722)",196,"64 F Cloudy & misty","","","","Moderate","",1,1,20,64,17.8,FALSE
"2499","35H","AM",10132018,-73.9541500874008,40.7920329989756,"35H-AM-1013-02",2,"Juvenile","Cinnamon","Gray","Cinnamon+Gray","","Above Ground","10","Sitting on tree limb","false","false","false","false","false","sitting","false","false","false","false","false","false","true","false","watching me from tree,but calm","POINT (-73.9541500874008 40.7920329989756)",61,"49º F, light rain","None","","Humans, Dogs","Calm","",1,2,23,49,9.4,FALSE
"2500","35H","AM",10132018,-73.9540151828782,40.7920066170587,"35H-AM-1013-01",1,"Adult","Cinnamon","Gray","Cinnamon+Gray","","Above Ground","15","Climbing up tree","false","false","true","false","false","","false","false","false","false","true","false","false","true","","POINT (-73.9540151828782 40.7920066170587)",61,"49º F, light rain","None","","Humans, Dogs","Calm","",1,2,23,49,9.4,FALSE
"2501","35I","AM",10132018,-73.9537703231359,40.7915959393814,"35I-AM-1013-01",1,"Adult","Cinnamon","White","Cinnamon+White","White underbelly","Above Ground","18","","false","false","true","false","false","","false","false","false","false","false","false","true","false","","POINT (-73.9537703231359 40.7915959393814)",145,"50º F, light rain","Some","","Humans, Dogs, Small birds","Calm","Calm in hectare, but cars on [road]",1,1,23,50,10,FALSE
"2502","35I","PM",10062018,-73.9537356145842,40.7917273773486,"35I-PM-1006-02",2,"Adult","Gray","","Gray+","","Above Ground","6","","false","false","true","true","false","","false","false","false","false","false","false","true","false","","POINT (-73.9537356145842 40.7917273773486)",41,"68º F, misty, humid","Some","","Humans, Dogs, Field mouse, Chipmunk","Calm","Hilly, rocky terrain",1,2,20,68,20,FALSE
"2503","35I","PM",10062018,-73.9538251716292,40.7919360198175,"35I-PM-1006-01",1,"Adult","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","","false","false","false","false","false","false","true","false","","POINT (-73.9538251716292 40.7919360198175)",41,"68º F, misty, humid","Some","","Humans, Dogs, Field mouse, Chipmunk","Calm","Hilly, rocky terrain",1,2,20,68,20,FALSE
"2504","36A","AM",10182018,-73.9615751148595,40.7954551238146,"36A-AM-1018-01",1,"Juvenile","Gray","White","Gray+White","","Above Ground","15","","false","false","false","true","false","eating (red berries)","false","false","false","false","false","false","true","false","","POINT (-73.9615751148595 40.7954551238146)",2,"45º F, Brisk, Clear","None","","Humans, Dogs, Birds, Sparrows","Calm","",1,2,23,45,7.2,TRUE
"2505","36A","AM",10182018,-73.9616999731028,40.7954126939561,"36A-AM-1018-02",2,"Juvenile","Gray","White","Gray+White","","Above Ground","15","","false","false","false","true","false","eating (red berries)","false","false","false","false","false","false","true","false","","POINT (-73.9616999731028 40.7954126939561)",2,"45º F, Brisk, Clear","None","","Humans, Dogs, Birds, Sparrows","Calm","",1,2,23,45,7.2,TRUE
"2506","36A","PM",10132018,-73.9611118778753,40.7952007875354,"36A-PM-1013-01",1,"","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","","false","false","false","false","true","burying","false","false","false","false","false","true","false","false","","POINT (-73.9611118778753 40.7952007875354)",243,"56º F, mostly sunny, very slight breeze","Some","","Humans, Dogs, Pigeons, Chipmunk (?), Crickets","Busy","Busy (bypassers)",1,9,67,56,13.3,FALSE
"2507","36A","PM",10132018,-73.9607608482656,40.7954687648248,"36A-PM-1013-06",6,"","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","EDGE OF WOODS","false","false","false","true","false","","false","false","false","false","false","false","true","false","","POINT (-73.9607608482656 40.7954687648248)",243,"56º F, mostly sunny, very slight breeze","Some","","Humans, Dogs, Pigeons, Chipmunk (?), Crickets","Busy","Busy (bypassers)",1,9,67,56,13.3,FALSE
"2508","36A","PM",10132018,-73.9607701370443,40.7955418990855,"36A-PM-1013-07",7,"","Gray","","Gray+","","Ground Plane","FALSE","""FIELD""","false","true","false","false","false","chasing #8","false","false","false","false","false","false","false","true","","POINT (-73.9607701370443 40.7955418990855)",243,"56º F, mostly sunny, very slight breeze","Some","","Humans, Dogs, Pigeons, Chipmunk (?), Crickets","Busy","Busy (bypassers)",1,9,67,56,13.3,FALSE
"2509","36A","PM",10132018,-73.9608167300104,40.7954348688268,"36A-PM-1013-05",5,"","Gray","Cinnamon","Gray+Cinnamon","","Ground Plane","FALSE","EDGE OF WOODS","false","false","false","false","true","","false","false","false","false","false","false","false","true","","POINT (-73.9608167300104 40.7954348688268)",243,"56º F, mostly sunny, very slight breeze","Some","","Humans, Dogs, Pigeons, Chipmunk (?), Crickets","Busy","Busy (bypassers)",1,9,67,56,13.3,FALSE
"2510","36A","PM",10132018,-73.9611312355348,40.7950130863913,"36A-PM-1013-04",4,"","Gray","White","Gray+White","","Ground Plane","FALSE","ON ROCK NEAR POND","false","false","false","false","false","sitting","false","false","false","false","true","false","true","false","","POINT (-73.9611312355348 40.7950130863913)",243,"56º F, mostly sunny, very slight breeze","Some","","Humans, Dogs, Pigeons, Chipmunk (?), Crickets","Busy","Busy (bypassers)",1,9,67,56,13.3,FALSE
